TD,HIMACHAL PRADESH,Roaming,252,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming will be charged @ 0p/ sec. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS. , Data Benefit : NA,HP,180 Days,NULL,9,TGP,,,
TD,KERALA,Roaming,17,Local Tariff Benefit : On-net Roaming Incoming @ 0p/ sec. On-net Roaming Local Outgoing @ 1.5p/ Sec. Off-net Roaming Local Incoming @ Rs 0.75/ min Off-net Roaming Local Outgoing @ Rs. 1.00/ min. , STD Tariff Benefit : On-net Roaming STD Incoming @ 0p/ sec. On-net Roaming STD Outgoing @ 1.5p/ Sec. Off-net Roaming STD Incoming @ Rs 0.75/ min Off-net Roaming STD Outgoing @ Rs. 1.5/ min.,KL,7 Days,NULL,9,TGP,,,,,
TD,KERALA,Roaming,152,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming @ 75 paise/ min. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/ SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS , Data Benefit : NA,KL,180 Days,NULL,9,TGP,,,
TD,KERALA,Roaming,252,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming will be charged @ 0p/ sec. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS. , Data Benefit : NA,KL,180 Days,NULL,9,TGP,,,
TI,WEST BENGAL & ANDAMAN NIKOBAR,Roaming,152,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming @ 75 paise/ min. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/ SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS , Data Benefit : NA,WB,180 Days,NULL,7,TCP,,,
TI,WEST BENGAL & ANDAMAN NIKOBAR,Roaming,252,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming will be charged @ 0p/ sec. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS. , Data Benefit : NA,WB,180 Days,NULL,7,TCP,,,
AC,HIMACHAL PRADESH,Topup,50,Regular Talktime,HP,NA,NULL,3,ACP,,,,,,
ID,GUJRAT,Topup,230,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,240,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,250,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,260,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,270,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,280,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,290,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,300,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,320,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,350,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,360,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,GUJRAT,Topup,390,Regular Talktime,GJ,NA,NULL,2,IDP,,,,,,
ID,HARYANA,Topup,40,Regular Talktime,HR,NA,NULL,2,IDP,,,,,,
ID,HARYANA,Topup,60,Regular Talktime,HR,NA,NULL,2,IDP,,,,,,
ID,HARYANA,Topup,90,Regular Talktime,HR,NA,NULL,2,IDP,,,,,,
ID,HIMACHAL PRADESH,Topup,40,Regular Talktime,HP,NA,NULL,2,IDP,,,,,,
TI,KOLKATA,Roaming,252,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming will be charged @ 0p/ sec. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS. , Data Benefit : NA,KO,180 Days,NULL,7,TCP,,,
TI,GUJRAT,Roaming,152,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming @ 75 paise/ min. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/ SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS , Data Benefit : NA,GJ,180 Days,NULL,7,TCP,,,
TI,GUJRAT,Roaming,252,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming will be charged @ 0p/ sec. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS. , Data Benefit : NA,GJ,180 Days,NULL,7,TCP,,,
TI,HARYANA,Roaming,152,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming @ 75 paise/ min. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/ SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS , Data Benefit : NA,HR,180 Days,NULL,7,TCP,,,
TI,HARYANA,Roaming,252,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming will be charged @ 0p/ sec. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS. , Data Benefit : NA,HR,180 Days,NULL,7,TCP,,,
TI,HIMACHAL PRADESH,Roaming,152,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming @ 75 paise/ min. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/ SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS , Data Benefit : NA,HP,180 Days,NULL,7,TCP,,,
TI,HIMACHAL PRADESH,Roaming,252,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming will be charged @ 0p/ sec. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS. , Data Benefit : NA,HP,180 Days,NULL,7,TCP,,,
TI,KARNATAKA,Roaming,152,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming @ 75 paise/ min. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/ SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS , Data Benefit : NA,KN,180 Days,NULL,7,TCP,,,
TI,KARNATAKA,Roaming,252,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming will be charged @ 0p/ sec. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS. , Data Benefit : NA,KN,180 Days,NULL,7,TCP,,,
TI,KERALA,Roaming,152,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming @ 75 paise/ min. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/ SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS , Data Benefit : NA,KL,180 Days,NULL,7,TCP,,,
TI,KERALA,Roaming,252,Tariff Benefit : All Local calls @ 78 paise/ min. on Home Network & Roaming All STD calls @ 90 paise/ min. on Home & Roaming Network All Incoming calls while Roaming will be charged @ 0p/ sec. , Seconds Benefit : NA, SMS Benefit : All Local SMS from Home Network & Roaming @ Re.1/SMS All National SMS from Home Network & Roaming @ Rs.1.5/SMS. , Data Benefit : NA,KL,180 Days,NULL,7,TCP,,,
UN,MAHARASHTRA,Roaming,37,Unlimited free incoming while roaming in Andhra Pradesh, Bihar, Gujarat, UP East and UP West,MH,30 Days,NULL,13,USP,,,
VC,PUNJAB,Roaming,4,50 Min Incoming free on Roaming,PB,1 Days,NULL,21,VGP,,,,,,
VC,PUNJAB,Roaming,42,500 Min Incoming free on Roaming,PB,2 Weeks,NULL,21,VGP,,,,,,
VC,PUNJAB,Roaming,45,"Local Out going call on Roaming @50p/min, STD @ 75 p/min & Daily 20 Min Incoming Free on Roaming for 14 days ",PB,2 Weeks,NULL,21,VGP,,,,,,
VC,PUNJAB,Roaming,68,850 Min Incoming free on Roaming,PB,4 Weeks,NULL,21,VGP,,,,,,
VC,MADHYA PRADESH & CHHATTISGARH,Roaming,4,50 Min Incoming free on Roaming,MP,1 Weeks,NULL,21,VGP,,,,,,
VC,MADHYA PRADESH & CHHATTISGARH,Roaming,42,500 Min Incoming free on Roaming,MP,2 Weeks,NULL,21,VGP,,,,,,
VC,MADHYA PRADESH & CHHATTISGARH,Roaming,45,"Local Out going call on Roaming @50p/min, STD @ 75 p/min & Daily 20 Min Incoming Free on Roaming for 14 days",MP,2 Weeks,NULL,21,VGP,,,,,,
VC,MADHYA PRADESH & CHHATTISGARH,Roaming,68,850 Min Incoming free on Roaming,MP,4 Weeks,NULL,21,VGP,,,,,,
VC,GUJRAT,Roaming,4,50 Min Incoming free on Roaming ,GJ,1Weeks,NULL,21,VGP,,,,,,
VC,GUJRAT,Roaming,42,500 Min Incoming free on Roaming,GJ,2Weeks,NULL,21,VGP,,,,,,
VC,GUJRAT,Roaming,45,"Local Out going call on Roaming @50p/min, STD @ 75 p/min & Daily 20 Min Incoming Free on Roaming for 14 days ",GJ,2Weeks,NULL,21,VGP,,,,,,
VC,GUJRAT,Roaming,68,850 Min Incoming free on Roaming ,GJ,4Weeks,NULL,21,VGP,,,,,,
VC,HARYANA,Roaming,4,50 Min Incoming free on Roaming,HR,1 Day,NULL,21,VGP,,,,,,
VC,HARYANA,Roaming,42,500 Min Incoming free on Roaming,HR,2 Weeks,NULL,21,VGP,,,,,,
VC,HARYANA,Roaming,45,"Local Out going call on Roaming @50p/min, STD @ 75 p/min & Daily 20 Min Incoming Free on Roaming for 14 days  ",HR,2 Weeks,NULL,21,VGP,,,,,,
VC,HARYANA,Roaming,68,850 Min Incoming free on Roaming,HR,4 Weeks,NULL,21,VGP,,,,,,
VI,WEST BENGAL & ANDAMAN NIKOBAR,Roaming,152,Tariff Benefit : All Local Calls @ 78 paise/ min. on Home & Roaming Network All STD Calls @ 90 paise/ min. on Home & Roaming Network All Incoming Calls while Roaming @ 75 paise/ min. , Seconds Benefit : NA , SMS Benefit : All Local SMS from Home Network & Roaming @ ` 1/ SMS All National SMS from Home Network & Roaming @ ` 1.5/ SMS,WB,180 Days,NULL,18,NULL,,,,
VI,WEST BENGAL & ANDAMAN NIKOBAR,Roaming,252,Tariff Benefit : All Local Calls @ 78 paise/ min. on Home & Roaming Network All STD Calls @ 90 paise/ min. on Home & Roaming Network All Incoming Calls while Roaming is free. , Seconds Benefit : NA , SMS Benefit : All Local SMS from Home Network & Roaming @ ` 1/ SMS All National SMS from Home Network & Roaming @ ` 1.5/ SMS,WB,180 Days,NULL,18,NULL,,,,
VI,UTTAR PRADESH(WEST) & UTTARANCHAL,Roaming,152,Tariff Benefit : All Local Calls @ 78 paise/ min. on Home & Roaming Network All STD Calls @ 90 paise/ min. on Home & Roaming Network All Incoming Calls while Roaming @ 75 paise/ min. , Seconds Benefit : NA , SMS Benefit : All Local SMS from Home Network & Roaming @ ` 1/ SMS All National SMS from Home Network & Roaming @ ` 1.5/ SMS,UW,180 Days,NULL,18,NULL,,,,
AC,HIMACHAL PRADESH,Topup,70,Regular Talktime,HP,NA,NULL,3,ACP,,,,,,
AC,JAMMU & KASHMIR,Topup,10,Regular Talktime,JK,NA,NULL,3,ACP,,,,,,
AC,JAMMU & KASHMIR,Topup,20,Regular Talktime,JK,NA,NULL,3,ACP,,,,,,
AC,JAMMU & KASHMIR,Topup,30,Regular Talktime,JK,NA,NULL,3,ACP,,,,,,
AC,JAMMU & KASHMIR,Topup,50,Regular Talktime,JK,NA,NULL,3,ACP,,,,,,
AC,JAMMU & KASHMIR,Topup,80,Regular Talktime,JK,NA,NULL,3,ACP,,,,,,
AC,JAMMU & KASHMIR,Topup,110,Regular Talktime,JK,NA,NULL,3,ACP,,,,,,
AC,KARNATAKA,Topup,10,Regular Talktime,KN,NA,NULL,3,ACP,,,,,,
AC,KARNATAKA,Topup,20,Regular Talktime,KN,NA,NULL,3,ACP,,,,,,
AC,KARNATAKA,Topup,30,Regular Talktime,KN,NA,NULL,3,ACP,,,,,,
AC,KARNATAKA,Topup,50,Regular Talktime,KN,NA,NULL,3,ACP,,,,,,
AC,KERALA,Topup,10,Regular Talktime,KL,Lifetime Validity,NULL,3,ACP,,,,,,
AC,KERALA,Topup,50,Regular Talktime,KL,Lifetime Validity,NULL,3,ACP,,,,,,
AC,KERALA,Topup,100,Regular Talktime,KL,Lifetime Validity,NULL,3,ACP,,,,,,
AC,KERALA,Topup,500,Regular Talktime,KL,Lifetime Validity,NULL,3,ACP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,10,Regular Talktime,UW,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,20,Regular Talktime,UW,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,40,Rs32.60 Main Account Talktime,UW,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,60,Regular Talktime,UW,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,70,Regular Talktime,UW,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,80,Regular Talktime,UW,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,90,From Rs84 to Rs120 Main Account Talktime,UW,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,100,Regular Talktime,UW,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,110,Regular Talktime,UW,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,120,Regular Talktime,UW,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(WEST) & UTTARANCHAL,Topup,250,Minimum Rs220 Talktime and Maximum Rs340 Talktime,UW,Unlimited,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,10,Regular Talktime,UE,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,20,Regular Talktime,UE,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,30,Regular Talktime,UE,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,40,Rs.32.60 Talktime in Main Account,UE,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,70,Rs. 59.30 Talktime in Main Account.,UE,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,80,Regular Talktime,UE,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,100,Regular Talktime,UE,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,110,Regular Talktime,UE,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,120,Regular Talktime,UE,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,130,Regular Talktime,UE,NA,NULL,1,ATP,,,,,,
AT,UTTAR PRADESH(EAST),Topup,150,Rs.140 Talktime in Main Account,UE,NA,NULL,1,ATP,,,,,,
AT,TAMILNADU,Topup,10,Regular Talktime,TN,Unlimited,NULL,1,ATP,,,,,,
AT,TAMILNADU,Topup,20,Regular Talktime,TN,Unlimited,NULL,1,ATP,,,,,,
AT,TAMILNADU,Topup,30,Regular Talktime,TN,Unlimited,NULL,1,ATP,,,,,,
AT,TAMILNADU,Topup,50,Regular Talktime,TN,Unlimited,NULL,1,ATP,,,,,,
AT,TAMILNADU,Topup,60,Rs. 50.4 Talktime in main account,TN,Unlimited,NULL,1,ATP,,,,,,
AT,TAMILNADU,Topup,100,Regular Talktime,TN,unlimited,NULL,1,ATP,,,,,,
AT,TAMILNADU,Topup,110,Rs. 98 Talktime in main account,TN,Unlimited,NULL,1,ATP,,,,,,
AT,TAMILNADU,Topup,120,Talk Time 103.8,TN,NA,NULL,1,ATP,,,,,,
AT,TAMILNADU,Topup,200,Regular Talktime,TN,Unlimited,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,10,Rs 7.90 Talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,20,Rs 15.80 Talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,30,Rs 23.70 talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,40,Regular Talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,50,Rs 41.50 talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,60,Rs 50.40 talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,70,Rs 59.30 talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,80,Rs 68.20 Talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,90,Rs 77.10 talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,100,Rs 86 Talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,150,Rs 130.50 Talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,200,Rs. 175 talktime,PB,NA,NULL,1,ATP,,,,,,
AT,PUNJAB,Topup,250,Rs 219.5 full talktime,PB,NA,NULL,1,ATP,,,,,,
AT,MUMBAI,Topup,10,Rs 7.90 talktime,MU,NA,NULL,1,ATP,,,,,,
AT,MUMBAI,Topup,20,Rs 15.80 talktime,MU,NA,NULL,1,ATP,,,,,,
AT,MUMBAI,Topup,30,Rs 23.70 talktime,MU,NA,NULL,1,ATP,,,,,,
AT,MUMBAI,Topup,50,Rs 41.50 talktime,MU,NA,NULL,1,ATP,,,,,,
AT,MUMBAI,Topup,70,Rs59.3 talktime,MU,NA,NULL,1,ATP,,,,,,
AT,MUMBAI,Topup,100,Rs 86.00 talktime,MU,NA,NULL,1,ATP,,,,,,
AT,MUMBAI,Topup,120,Talktime Of Rs 103.80,MU,NA,NULL,1,ATP,,,,,,
AT,MUMBAI,Topup,130,Talktime Of Rs.112.70,MU,NA,NULL,1,ATP,,,,,,
AT,MADHYA PRADESH & CHHATTISGARH,Topup,10,Regular Talktime,MP,NA,NULL,1,ATP,,,,,,
AT,MADHYA PRADESH & CHHATTISGARH,Topup,30,Talktime of Rs.23.7,MP,NA,NULL,1,ATP,,,,,,
AT,MADHYA PRADESH & CHHATTISGARH,Topup,50,Talktime of Rs.41.5,MP,NA,NULL,1,ATP,,,,,,
AT,MADHYA PRADESH & CHHATTISGARH,Topup,60,Talktime of Rs.50.4,MP,NA,NULL,1,ATP,,,,,,
AT,MADHYA PRADESH & CHHATTISGARH,Topup,70,Talktime of Rs.59.3,MP,NA,NULL,1,ATP,,,,,,
AT,MADHYA PRADESH & CHHATTISGARH,Topup,80,Talktime of Rs.68.2,MP,NA,NULL,1,ATP,,,,,,
AT,MADHYA PRADESH & CHHATTISGARH,Topup,100,Talktime of Rs.86,MP,NA,NULL,1,ATP,,,,,,
AT,MADHYA PRADESH & CHHATTISGARH,Topup,110,Talktime of Rs.94.9,MP,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,10,Regular Talktime,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,20,Regular Talktime,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,30,Regular Talktime,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,40,Talktime Rs.32.60,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,50,Talktime Rs.41.50,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,60,Regular Talktime,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,70,Talktime Rs.59.30,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,80,Talktime Rs.68.20,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,90,Talktime Rs.77.10,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,100,Regular Talktime,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,110,Talktime Rs.94.90,AS,NA,NULL,1,ATP,,,,,,
AT,ASSAM,Topup,120,Talktime Rs.103.80,AS,NA,NULL,1,ATP,,,,,,
AT,CHENNAI,Topup,20,Regular Talktime,CH,UNLIMITED,NULL,1,ATP,,,,,,
AT,CHENNAI,Topup,30,Regular Talktime,CH,Unlimited,NULL,1,ATP,,,,,,
AT,CHENNAI,Topup,50,Regular Talktime,CH,Unlimited,NULL,1,ATP,,,,,,
AT,CHENNAI,Topup,60,Rs. 50.4 Talktime in main account,CH,Unlimited,NULL,1,ATP,,,,,,
AT,CHENNAI,Topup,100,Regular Talktime,CH,unlimited,NULL,1,ATP,,,,,,
AT,CHENNAI,Topup,110,Rs. 98 Talktime in main account,CH,Unlimited,NULL,1,ATP,,,,,,
AT,CHENNAI,Topup,150,Rs130.5 Talktime in main account,CH,NA,NULL,1,ATP,,,,,,
AT,CHENNAI,Topup,200,Regular Talktime,CH,Unlimited,NULL,1,ATP,,,,,,
AT,CHENNAI,Topup,230,Talk Time Rs 215,CH,Unlimited,NULL,1,ATP,,,,,,
AT,DELHI,Topup,10,Rs 7.9 Talktime,DL,Unlimited,NULL,1,ATP,,,,,,
AT,DELHI,Topup,20,Rs 15.8 Talktime,DL,Unlimited,NULL,1,ATP,,,,,,
AT,DELHI,Topup,30,Rs 23.7 Talktime,DL,Unlimited,NULL,1,ATP,,,,,,
AT,DELHI,Topup,40,Rs 32.60 Talktime,DL,Unlimited,NULL,1,ATP,,,,,,
AT,DELHI,Topup,50,Rs 41.5 Talktime,DL,Unlimited,NULL,1,ATP,,,,,,
AT,DELHI,Topup,60,Rs 50.4 Talktime,DL,Unlimited,NULL,1,ATP,,,,,,
AT,DELHI,Topup,100,Rs 86 Talktime,DL,Unlimited,NULL,1,ATP,,,,,,
AT,DELHI,Topup,150,Rs 130.5 Talktime.,DL,unlimited,NULL,1,ATP,,,,,,
AT,DELHI,Topup,160,Min Rs150Talktime to Max Rs200 Talktime,DL,Unlimited,NULL,1,ATP,,,,,,
AT,DELHI,Topup,200,Rs 175 Talktime,DL,unlimited,NULL,1,ATP,,,,,,
AT,GUJRAT,Topup,10,Regular Talktime,GJ,Nil,NULL,1,ATP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,23,125 MB & 3G plan is valid through USSD mode also . Code *121*2300#,BR,3 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,39,250 MB 2G/3G & 3G plan is valid through USSD mode also . Code *121*3900#,BR,5 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,67,500MB & 3G plan is valid through USSD mode also . Code *121*6700#,BR,5 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,128,1GB,BR,30 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,198,1.2GB 2G/3G  & 3G plan is valid through USSD mode also . Code *121*19800#,BR,30 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,275,2GB 2G/3G ,BR,30 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,399,3GB 2G/3G  & 3G plan is valid through USSD mode also . Code *121*39900#,BR,30 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,447,2 GB X 2 Months,BR,60 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,545,2 GB X 3 Months,BR,90 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,697,6GB 2G/3G  & 3G plan is valid through USSD mode also . Code *121*69700#,BR,30 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,997,10GB 3G 2G/3G  & plan is valid through USSD mode also . Code *121*99700#,BR,30 Days,NULL,3,ACP,,,,,,
AC,BIHAR & JHARKHAND,Data Plans,1397,15GB 2G/3G ,BR,30 Days,NULL,3,ACP,,,,,,
AC,DELHI,Data Plans,5,25  MB,DL,1 Days,NULL,3,ACP,,,,,,
AC,DELHI,Data Plans,8,"60  MB, Plans are valid through only USSD mode *121*800#",DL,1 Days,NULL,3,ACP,,,,,,
AC,DELHI,Data Plans,14,75  MB,DL,2 Days,NULL,3,ACP,,,,,,
AC,DELHI,Data Plans,17,150  MB,DL,3 Days,NULL,3,ACP,,,,,,
AC,DELHI,Data Plans,24,100  MB,DL,28 Days,NULL,3,ACP,,,,,,
AC,DELHI,Data Plans,29,200  MB,DL,7 Days,NULL,3,ACP,,,,,,
AC,DELHI,Data Plans,52,400  MB,DL,15 Days,NULL,3,ACP,,,,,,
AC,DELHI,Data Plans,98,1  GB,DL,21 Days,NULL,3,ACP,,,,,,
AC,DELHI,Data Plans,199,3  GB,DL,60 Days,NULL,3,ACP,,,,,,
AC,DELHI,Data Plans,251,6  GB,DL,90 Days,NULL,3,ACP,,,,,,
AC,GUJRAT,Data Plans,5,50  MB,GJ,1 Days,NULL,3,ACP,,,,,,
AC,GUJRAT,Data Plans,14,250  MB,GJ,3 Days,NULL,3,ACP,,,,,,
AC,GUJRAT,Data Plans,17,Unlimited 2G,GJ,7 Days,NULL,3,ACP,,,,,,
AC,GUJRAT,Data Plans,54,1.5  GB & 10 regional and 10 international songs,GJ,30 Days,NULL,3,ACP,,,,,,
AC,GUJRAT,Data Plans,98,Unlimited 2G & 30 regional and 10 international songs,GJ,30 Days,NULL,3,ACP,,,,,,
AC,HIMACHAL PRADESH,Data Plans,5,30  MB,HP,1 Days,NULL,3,ACP,,,,,,
AC,HIMACHAL PRADESH,Data Plans,14,100  MB,HP,3 Days,NULL,3,ACP,,,,,,
AC,HIMACHAL PRADESH,Data Plans,26,200  MB,HP,5 Days,NULL,3,ACP,,,,,,
AC,HIMACHAL PRADESH,Data Plans,32,250  MB,HP,7 Days,NULL,3,ACP,,,,,,
